køn,bevægelsesart,område,aar,antal
Kvinder,Udvandret før indeværende år,Stevns,2011,4
Kvinder,Udvandret før indeværende år,Stevns,2012,4
Kvinder,Udvandret før indeværende år,Stevns,2013,5
Kvinder,Udvandret før indeværende år,Stevns,2014,7
Kvinder,Udvandret før indeværende år,Stevns,2015,7
Kvinder,Udvandret før indeværende år,Stevns,2016,3
Kvinder,Udvandret før indeværende år,Stevns,2017,5
Kvinder,Udvandret før indeværende år,Vordingborg,2006,0
Kvinder,Udvandret før indeværende år,Vordingborg,2007,0
Kvinder,Udvandret før indeværende år,Vordingborg,2008,13
Kvinder,Udvandret før indeværende år,Vordingborg,2009,8
Kvinder,Udvandret før indeværende år,Vordingborg,2010,14
Kvinder,Udvandret før indeværende år,Vordingborg,2011,12
Kvinder,Udvandret før indeværende år,Vordingborg,2012,8
Kvinder,Udvandret før indeværende år,Vordingborg,2013,8
Kvinder,Udvandret før indeværende år,Vordingborg,2014,7
Kvinder,Udvandret før indeværende år,Vordingborg,2015,9
Kvinder,Udvandret før indeværende år,Vordingborg,2016,9
Kvinder,Udvandret før indeværende år,Vordingborg,2017,8
Kvinder,Udvandret før indeværende år,Assens,2006,0
Kvinder,Udvandret før indeværende år,Assens,2007,1
Kvinder,Udvandret før indeværende år,Assens,2008,13
Kvinder,Udvandret før indeværende år,Assens,2009,7
Kvinder,Udvandret før indeværende år,Assens,2010,8
Kvinder,Udvandret før indeværende år,Assens,2011,6
Kvinder,Udvandret før indeværende år,Assens,2012,11
Kvinder,Udvandret før indeværende år,Assens,2013,9
Kvinder,Udvandret før indeværende år,Assens,2014,9
Kvinder,Udvandret før indeværende år,Assens,2015,10
Kvinder,Udvandret før indeværende år,Assens,2016,7
Kvinder,Udvandret før indeværende år,Assens,2017,15
Kvinder,Udvandret før indeværende år,Faaborg-Midtfyn,2006,0
Kvinder,Udvandret før indeværende år,Faaborg-Midtfyn,2007,3
Kvinder,Udvandret før indeværende år,Faaborg-Midtfyn,2008,9
Kvinder,Udvandret før indeværende år,Faaborg-Midtfyn,2009,12
Kvinder,Udvandret før indeværende år,Faaborg-Midtfyn,2010,17
Kvinder,Udvandret før indeværende år,Faaborg-Midtfyn,2011,22
Kvinder,Udvandret før indeværende år,Faaborg-Midtfyn,2012,11
Kvinder,Udvandret før indeværende år,Faaborg-Midtfyn,2013,15
Kvinder,Udvandret før indeværende år,Faaborg-Midtfyn,2014,14
Kvinder,Udvandret før indeværende år,Faaborg-Midtfyn,2015,9
Kvinder,Udvandret før indeværende år,Faaborg-Midtfyn,2016,13
Kvinder,Udvandret før indeværende år,Faaborg-Midtfyn,2017,16
Kvinder,Udvandret før indeværende år,Kerteminde,2006,0
Kvinder,Udvandret før indeværende år,Kerteminde,2007,0
Kvinder,Udvandret før indeværende år,Kerteminde,2008,5
Kvinder,Udvandret før indeværende år,Kerteminde,2009,5
Kvinder,Udvandret før indeværende år,Kerteminde,2010,4
Kvinder,Udvandret før indeværende år,Kerteminde,2011,6
Kvinder,Udvandret før indeværende år,Kerteminde,2012,9
Kvinder,Udvandret før indeværende år,Kerteminde,2013,4
Kvinder,Udvandret før indeværende år,Kerteminde,2014,9
Kvinder,Udvandret før indeværende år,Kerteminde,2015,1
Kvinder,Udvandret før indeværende år,Kerteminde,2016,0
Kvinder,Udvandret før indeværende år,Kerteminde,2017,16
Kvinder,Udvandret før indeværende år,Langeland,2006,0
Kvinder,Udvandret før indeværende år,Langeland,2007,0
Kvinder,Udvandret før indeværende år,Langeland,2008,2
Kvinder,Udvandret før indeværende år,Langeland,2009,1
Kvinder,Udvandret før indeværende år,Langeland,2010,1
Kvinder,Udvandret før indeværende år,Langeland,2011,0
Kvinder,Udvandret før indeværende år,Langeland,2012,2
Kvinder,Udvandret før indeværende år,Langeland,2013,4
Kvinder,Udvandret før indeværende år,Langeland,2014,2
Kvinder,Udvandret før indeværende år,Langeland,2015,1
Kvinder,Udvandret før indeværende år,Langeland,2016,2
Kvinder,Udvandret før indeværende år,Langeland,2017,6
Kvinder,Udvandret før indeværende år,Middelfart,2006,0
Kvinder,Udvandret før indeværende år,Middelfart,2007,5
Kvinder,Udvandret før indeværende år,Middelfart,2008,5
Kvinder,Udvandret før indeværende år,Middelfart,2009,14
Kvinder,Udvandret før indeværende år,Middelfart,2010,4
Kvinder,Udvandret før indeværende år,Middelfart,2011,10
Kvinder,Udvandret før indeværende år,Middelfart,2012,7
Kvinder,Udvandret før indeværende år,Middelfart,2013,7
Kvinder,Udvandret før indeværende år,Middelfart,2014,14
Kvinder,Udvandret før indeværende år,Middelfart,2015,13
Kvinder,Udvandret før indeværende år,Middelfart,2016,7
Kvinder,Udvandret før indeværende år,Middelfart,2017,8
Kvinder,Udvandret før indeværende år,Nordfyns,2006,0
Kvinder,Udvandret før indeværende år,Nordfyns,2007,2
Kvinder,Udvandret før indeværende år,Nordfyns,2008,5
Kvinder,Udvandret før indeværende år,Nordfyns,2009,5
Kvinder,Udvandret før indeværende år,Nordfyns,2010,12
Kvinder,Udvandret før indeværende år,Nordfyns,2011,8
Kvinder,Udvandret før indeværende år,Nordfyns,2012,6
Kvinder,Udvandret før indeværende år,Nordfyns,2013,13
Kvinder,Udvandret før indeværende år,Nordfyns,2014,11
Kvinder,Udvandret før indeværende år,Nordfyns,2015,21
Kvinder,Udvandret før indeværende år,Nordfyns,2016,8
Kvinder,Udvandret før indeværende år,Nordfyns,2017,10
Kvinder,Udvandret før indeværende år,Nyborg,2006,0
Kvinder,Udvandret før indeværende år,Nyborg,2007,2
Kvinder,Udvandret før indeværende år,Nyborg,2008,1
Kvinder,Udvandret før indeværende år,Nyborg,2009,5
Kvinder,Udvandret før indeværende år,Nyborg,2010,4
Kvinder,Udvandret før indeværende år,Nyborg,2011,3
Kvinder,Udvandret før indeværende år,Nyborg,2012,0
Kvinder,Udvandret før indeværende år,Nyborg,2013,5
Kvinder,Udvandret før indeværende år,Nyborg,2014,6
Kvinder,Udvandret før indeværende år,Nyborg,2015,7
Kvinder,Udvandret før indeværende år,Nyborg,2016,10
Kvinder,Udvandret før indeværende år,Nyborg,2017,16
Kvinder,Udvandret før indeværende år,Odense,2006,0
Kvinder,Udvandret før indeværende år,Odense,2007,5
Kvinder,Udvandret før indeværende år,Odense,2008,69
Kvinder,Udvandret før indeværende år,Odense,2009,89
Kvinder,Udvandret før indeværende år,Odense,2010,69
Kvinder,Udvandret før indeværende år,Odense,2011,74
Kvinder,Udvandret før indeværende år,Odense,2012,89
Kvinder,Udvandret før indeværende år,Odense,2013,79
Kvinder,Udvandret før indeværende år,Odense,2014,76
Kvinder,Udvandret før indeværende år,Odense,2015,115
Kvinder,Udvandret før indeværende år,Odense,2016,90
Kvinder,Udvandret før indeværende år,Odense,2017,81
Kvinder,Udvandret før indeværende år,Svendborg,2006,0
Kvinder,Udvandret før indeværende år,Svendborg,2007,5
Kvinder,Udvandret før indeværende år,Svendborg,2008,37
Kvinder,Udvandret før indeværende år,Svendborg,2009,19
Kvinder,Udvandret før indeværende år,Svendborg,2010,13
Kvinder,Udvandret før indeværende år,Svendborg,2011,14
Kvinder,Udvandret før indeværende år,Svendborg,2012,8
Kvinder,Udvandret før indeværende år,Svendborg,2013,50
Kvinder,Udvandret før indeværende år,Svendborg,2014,22
Kvinder,Udvandret før indeværende år,Svendborg,2015,32
Kvinder,Udvandret før indeværende år,Svendborg,2016,21
Kvinder,Udvandret før indeværende år,Svendborg,2017,13
Kvinder,Udvandret før indeværende år,Ærø,2006,0
Kvinder,Udvandret før indeværende år,Ærø,2007,0
Kvinder,Udvandret før indeværende år,Ærø,2008,1
Kvinder,Udvandret før indeværende år,Ærø,2009,0
Kvinder,Udvandret før indeværende år,Ærø,2010,3
Kvinder,Udvandret før indeværende år,Ærø,2011,0
Kvinder,Udvandret før indeværende år,Ærø,2012,2
Kvinder,Udvandret før indeværende år,Ærø,2013,1
Kvinder,Udvandret før indeværende år,Ærø,2014,2
Kvinder,Udvandret før indeværende år,Ærø,2015,5
Kvinder,Udvandret før indeværende år,Ærø,2016,2
Kvinder,Udvandret før indeværende år,Ærø,2017,3
Kvinder,Udvandret før indeværende år,Billund,2006,0
Kvinder,Udvandret før indeværende år,Billund,2007,0
Kvinder,Udvandret før indeværende år,Billund,2008,3
Kvinder,Udvandret før indeværende år,Billund,2009,11
Kvinder,Udvandret før indeværende år,Billund,2010,4
Kvinder,Udvandret før indeværende år,Billund,2011,6
Kvinder,Udvandret før indeværende år,Billund,2012,2
Kvinder,Udvandret før indeværende år,Billund,2013,5
Kvinder,Udvandret før indeværende år,Billund,2014,11
Kvinder,Udvandret før indeværende år,Billund,2015,10
Kvinder,Udvandret før indeværende år,Billund,2016,12
Kvinder,Udvandret før indeværende år,Billund,2017,23
Kvinder,Udvandret før indeværende år,Esbjerg,2006,0
Kvinder,Udvandret før indeværende år,Esbjerg,2007,5
Kvinder,Udvandret før indeværende år,Esbjerg,2008,15
Kvinder,Udvandret før indeværende år,Esbjerg,2009,28
Kvinder,Udvandret før indeværende år,Esbjerg,2010,44
Kvinder,Udvandret før indeværende år,Esbjerg,2011,32
Kvinder,Udvandret før indeværende år,Esbjerg,2012,45
Kvinder,Udvandret før indeværende år,Esbjerg,2013,57
Kvinder,Udvandret før indeværende år,Esbjerg,2014,54
Kvinder,Udvandret før indeværende år,Esbjerg,2015,81
Kvinder,Udvandret før indeværende år,Esbjerg,2016,40
Kvinder,Udvandret før indeværende år,Esbjerg,2017,64
Kvinder,Udvandret før indeværende år,Fanø,2006,0
Kvinder,Udvandret før indeværende år,Fanø,2007,0
Kvinder,Udvandret før indeværende år,Fanø,2008,0
Kvinder,Udvandret før indeværende år,Fanø,2009,1
Kvinder,Udvandret før indeværende år,Fanø,2010,0
Kvinder,Udvandret før indeværende år,Fanø,2011,0
Kvinder,Udvandret før indeværende år,Fanø,2012,1
Kvinder,Udvandret før indeværende år,Fanø,2013,2
Kvinder,Udvandret før indeværende år,Fanø,2014,2
Kvinder,Udvandret før indeværende år,Fanø,2015,1
Kvinder,Udvandret før indeværende år,Fanø,2016,1
Kvinder,Udvandret før indeværende år,Fanø,2017,0
Kvinder,Udvandret før indeværende år,Fredericia,2006,0
Kvinder,Udvandret før indeværende år,Fredericia,2007,3
Kvinder,Udvandret før indeværende år,Fredericia,2008,10
Kvinder,Udvandret før indeværende år,Fredericia,2009,7
Kvinder,Udvandret før indeværende år,Fredericia,2010,13
Kvinder,Udvandret før indeværende år,Fredericia,2011,8
Kvinder,Udvandret før indeværende år,Fredericia,2012,6
Kvinder,Udvandret før indeværende år,Fredericia,2013,13
Kvinder,Udvandret før indeværende år,Fredericia,2014,6
Kvinder,Udvandret før indeværende år,Fredericia,2015,4
Kvinder,Udvandret før indeværende år,Fredericia,2016,13
Kvinder,Udvandret før indeværende år,Fredericia,2017,17
Kvinder,Udvandret før indeværende år,Haderslev,2006,0
Kvinder,Udvandret før indeværende år,Haderslev,2007,2
Kvinder,Udvandret før indeværende år,Haderslev,2008,9
Kvinder,Udvandret før indeværende år,Haderslev,2009,14
Kvinder,Udvandret før indeværende år,Haderslev,2010,22
Kvinder,Udvandret før indeværende år,Haderslev,2011,17
Kvinder,Udvandret før indeværende år,Haderslev,2012,18
Kvinder,Udvandret før indeværende år,Haderslev,2013,10
Kvinder,Udvandret før indeværende år,Haderslev,2014,23
Kvinder,Udvandret før indeværende år,Haderslev,2015,7
Kvinder,Udvandret før indeværende år,Haderslev,2016,7
Kvinder,Udvandret før indeværende år,Haderslev,2017,11
Kvinder,Udvandret før indeværende år,Kolding,2006,0
Kvinder,Udvandret før indeværende år,Kolding,2007,1
Kvinder,Udvandret før indeværende år,Kolding,2008,29
Kvinder,Udvandret før indeværende år,Kolding,2009,36
Kvinder,Udvandret før indeværende år,Kolding,2010,37
Kvinder,Udvandret før indeværende år,Kolding,2011,53
Kvinder,Udvandret før indeværende år,Kolding,2012,41
Kvinder,Udvandret før indeværende år,Kolding,2013,33
Kvinder,Udvandret før indeværende år,Kolding,2014,67
Kvinder,Udvandret før indeværende år,Kolding,2015,54
Kvinder,Udvandret før indeværende år,Kolding,2016,45
Kvinder,Udvandret før indeværende år,Kolding,2017,78
Kvinder,Udvandret før indeværende år,Sønderborg,2006,0
Kvinder,Udvandret før indeværende år,Sønderborg,2007,4
Kvinder,Udvandret før indeværende år,Sønderborg,2008,41
Kvinder,Udvandret før indeværende år,Sønderborg,2009,74
Kvinder,Udvandret før indeværende år,Sønderborg,2010,26
Kvinder,Udvandret før indeværende år,Sønderborg,2011,21
Kvinder,Udvandret før indeværende år,Sønderborg,2012,82
Kvinder,Udvandret før indeværende år,Sønderborg,2013,43
Kvinder,Udvandret før indeværende år,Sønderborg,2014,58
Kvinder,Udvandret før indeværende år,Sønderborg,2015,29
Kvinder,Udvandret før indeværende år,Sønderborg,2016,45
Kvinder,Udvandret før indeværende år,Sønderborg,2017,43
Kvinder,Udvandret før indeværende år,Tønder,2006,0
Kvinder,Udvandret før indeværende år,Tønder,2007,3
Kvinder,Udvandret før indeværende år,Tønder,2008,12
Kvinder,Udvandret før indeværende år,Tønder,2009,41
Kvinder,Udvandret før indeværende år,Tønder,2010,8
Kvinder,Udvandret før indeværende år,Tønder,2011,10
Kvinder,Udvandret før indeværende år,Tønder,2012,16
Kvinder,Udvandret før indeværende år,Tønder,2013,20
Kvinder,Udvandret før indeværende år,Tønder,2014,17
Kvinder,Udvandret før indeværende år,Tønder,2015,10
Kvinder,Udvandret før indeværende år,Tønder,2016,19
Kvinder,Udvandret før indeværende år,Tønder,2017,11
Kvinder,Udvandret før indeværende år,Varde,2006,0
Kvinder,Udvandret før indeværende år,Varde,2007,2
Kvinder,Udvandret før indeværende år,Varde,2008,3
Kvinder,Udvandret før indeværende år,Varde,2009,19
Kvinder,Udvandret før indeværende år,Varde,2010,17
Kvinder,Udvandret før indeværende år,Varde,2011,12
Kvinder,Udvandret før indeværende år,Varde,2012,18
Kvinder,Udvandret før indeværende år,Varde,2013,10
Kvinder,Udvandret før indeværende år,Varde,2014,13
Kvinder,Udvandret før indeværende år,Varde,2015,10
Kvinder,Udvandret før indeværende år,Varde,2016,10
Kvinder,Udvandret før indeværende år,Varde,2017,17
Kvinder,Udvandret før indeværende år,Vejen,2006,0
Kvinder,Udvandret før indeværende år,Vejen,2007,1
Kvinder,Udvandret før indeværende år,Vejen,2008,5
Kvinder,Udvandret før indeværende år,Vejen,2009,13
Kvinder,Udvandret før indeværende år,Vejen,2010,23
Kvinder,Udvandret før indeværende år,Vejen,2011,10
Kvinder,Udvandret før indeværende år,Vejen,2012,16
Kvinder,Udvandret før indeværende år,Vejen,2013,25
Kvinder,Udvandret før indeværende år,Vejen,2014,25
Kvinder,Udvandret før indeværende år,Vejen,2015,16
Kvinder,Udvandret før indeværende år,Vejen,2016,10
Kvinder,Udvandret før indeværende år,Vejen,2017,17
Kvinder,Udvandret før indeværende år,Vejle,2006,0
Kvinder,Udvandret før indeværende år,Vejle,2007,7
Kvinder,Udvandret før indeværende år,Vejle,2008,34
Kvinder,Udvandret før indeværende år,Vejle,2009,22
Kvinder,Udvandret før indeværende år,Vejle,2010,30
Kvinder,Udvandret før indeværende år,Vejle,2011,39
Kvinder,Udvandret før indeværende år,Vejle,2012,33
Kvinder,Udvandret før indeværende år,Vejle,2013,33
Kvinder,Udvandret før indeværende år,Vejle,2014,82
Kvinder,Udvandret før indeværende år,Vejle,2015,48
Kvinder,Udvandret før indeværende år,Vejle,2016,38
Kvinder,Udvandret før indeværende år,Vejle,2017,72
Kvinder,Udvandret før indeværende år,Aabenraa,2006,0
Kvinder,Udvandret før indeværende år,Aabenraa,2007,8
Kvinder,Udvandret før indeværende år,Aabenraa,2008,30
Kvinder,Udvandret før indeværende år,Aabenraa,2009,36
Kvinder,Udvandret før indeværende år,Aabenraa,2010,28
Kvinder,Udvandret før indeværende år,Aabenraa,2011,15
Kvinder,Udvandret før indeværende år,Aabenraa,2012,25
Kvinder,Udvandret før indeværende år,Aabenraa,2013,29
Kvinder,Udvandret før indeværende år,Aabenraa,2014,32
Kvinder,Udvandret før indeværende år,Aabenraa,2015,21
Kvinder,Udvandret før indeværende år,Aabenraa,2016,9
Kvinder,Udvandret før indeværende år,Aabenraa,2017,12
Kvinder,Udvandret før indeværende år,Favrskov,2006,0
Kvinder,Udvandret før indeværende år,Favrskov,2007,2
Kvinder,Udvandret før indeværende år,Favrskov,2008,8
Kvinder,Udvandret før indeværende år,Favrskov,2009,23
Kvinder,Udvandret før indeværende år,Favrskov,2010,12
Kvinder,Udvandret før indeværende år,Favrskov,2011,6
Kvinder,Udvandret før indeværende år,Favrskov,2012,13
Kvinder,Udvandret før indeværende år,Favrskov,2013,16
Kvinder,Udvandret før indeværende år,Favrskov,2014,11
Kvinder,Udvandret før indeværende år,Favrskov,2015,15
Kvinder,Udvandret før indeværende år,Favrskov,2016,24
Kvinder,Udvandret før indeværende år,Favrskov,2017,22
Kvinder,Udvandret før indeværende år,Hedensted,2006,0
Kvinder,Udvandret før indeværende år,Hedensted,2007,1
Kvinder,Udvandret før indeværende år,Hedensted,2008,8
Kvinder,Udvandret før indeværende år,Hedensted,2009,9
Kvinder,Udvandret før indeværende år,Hedensted,2010,19
Kvinder,Udvandret før indeværende år,Hedensted,2011,15
Kvinder,Udvandret før indeværende år,Hedensted,2012,9
Kvinder,Udvandret før indeværende år,Hedensted,2013,26
Kvinder,Udvandret før indeværende år,Hedensted,2014,12
Kvinder,Udvandret før indeværende år,Hedensted,2015,11
Kvinder,Udvandret før indeværende år,Hedensted,2016,17
Kvinder,Udvandret før indeværende år,Hedensted,2017,20
Kvinder,Udvandret før indeværende år,Horsens,2006,0
Kvinder,Udvandret før indeværende år,Horsens,2007,8
Kvinder,Udvandret før indeværende år,Horsens,2008,37
Kvinder,Udvandret før indeværende år,Horsens,2009,152
Kvinder,Udvandret før indeværende år,Horsens,2010,85
Kvinder,Udvandret før indeværende år,Horsens,2011,20
Kvinder,Udvandret før indeværende år,Horsens,2012,25
Kvinder,Udvandret før indeværende år,Horsens,2013,34
Kvinder,Udvandret før indeværende år,Horsens,2014,58
Kvinder,Udvandret før indeværende år,Horsens,2015,41
Kvinder,Udvandret før indeværende år,Horsens,2016,26
Kvinder,Udvandret før indeværende år,Horsens,2017,81
Kvinder,Udvandret før indeværende år,Norddjurs,2006,0
Kvinder,Udvandret før indeværende år,Norddjurs,2007,0
Kvinder,Udvandret før indeværende år,Norddjurs,2008,5
Kvinder,Udvandret før indeværende år,Norddjurs,2009,7
Kvinder,Udvandret før indeværende år,Norddjurs,2010,5
Kvinder,Udvandret før indeværende år,Norddjurs,2011,6
Kvinder,Udvandret før indeværende år,Norddjurs,2012,9
Kvinder,Udvandret før indeværende år,Norddjurs,2013,6
Kvinder,Udvandret før indeværende år,Norddjurs,2014,22
Kvinder,Udvandret før indeværende år,Norddjurs,2015,11
Kvinder,Udvandret før indeværende år,Norddjurs,2016,10
Kvinder,Udvandret før indeværende år,Norddjurs,2017,12
Kvinder,Udvandret før indeværende år,Odder,2006,0
Kvinder,Udvandret før indeværende år,Odder,2007,0
Kvinder,Udvandret før indeværende år,Odder,2008,8
Kvinder,Udvandret før indeværende år,Odder,2009,2
Kvinder,Udvandret før indeværende år,Odder,2010,15
Kvinder,Udvandret før indeværende år,Odder,2011,6
Kvinder,Udvandret før indeværende år,Odder,2012,7
Kvinder,Udvandret før indeværende år,Odder,2013,2
Kvinder,Udvandret før indeværende år,Odder,2014,11
Kvinder,Udvandret før indeværende år,Odder,2015,13
Kvinder,Udvandret før indeværende år,Odder,2016,7
Kvinder,Udvandret før indeværende år,Odder,2017,29
Kvinder,Udvandret før indeværende år,Randers,2006,0
Kvinder,Udvandret før indeværende år,Randers,2007,5
Kvinder,Udvandret før indeværende år,Randers,2008,9
Kvinder,Udvandret før indeværende år,Randers,2009,17
Kvinder,Udvandret før indeværende år,Randers,2010,25
Kvinder,Udvandret før indeværende år,Randers,2011,19
Kvinder,Udvandret før indeværende år,Randers,2012,17
Kvinder,Udvandret før indeværende år,Randers,2013,28
Kvinder,Udvandret før indeværende år,Randers,2014,36
Kvinder,Udvandret før indeværende år,Randers,2015,30
Kvinder,Udvandret før indeværende år,Randers,2016,34
Kvinder,Udvandret før indeværende år,Randers,2017,42
Kvinder,Udvandret før indeværende år,Samsø,2006,0
Kvinder,Udvandret før indeværende år,Samsø,2007,0
Kvinder,Udvandret før indeværende år,Samsø,2008,2
Kvinder,Udvandret før indeværende år,Samsø,2009,0
Kvinder,Udvandret før indeværende år,Samsø,2010,0
Kvinder,Udvandret før indeværende år,Samsø,2011,2
Kvinder,Udvandret før indeværende år,Samsø,2012,2
Kvinder,Udvandret før indeværende år,Samsø,2013,1
Kvinder,Udvandret før indeværende år,Samsø,2014,1
Kvinder,Udvandret før indeværende år,Samsø,2015,1
Kvinder,Udvandret før indeværende år,Samsø,2016,0
Kvinder,Udvandret før indeværende år,Samsø,2017,0
Kvinder,Udvandret før indeværende år,Silkeborg,2006,0
Kvinder,Udvandret før indeværende år,Silkeborg,2007,7
Kvinder,Udvandret før indeværende år,Silkeborg,2008,17
Kvinder,Udvandret før indeværende år,Silkeborg,2009,24
Kvinder,Udvandret før indeværende år,Silkeborg,2010,23
Kvinder,Udvandret før indeværende år,Silkeborg,2011,18
Kvinder,Udvandret før indeværende år,Silkeborg,2012,42
Kvinder,Udvandret før indeværende år,Silkeborg,2013,22
Kvinder,Udvandret før indeværende år,Silkeborg,2014,27
Kvinder,Udvandret før indeværende år,Silkeborg,2015,20
Kvinder,Udvandret før indeværende år,Silkeborg,2016,38
Kvinder,Udvandret før indeværende år,Silkeborg,2017,34
Kvinder,Udvandret før indeværende år,Skanderborg,2006,0
Kvinder,Udvandret før indeværende år,Skanderborg,2007,2
Kvinder,Udvandret før indeværende år,Skanderborg,2008,8
Kvinder,Udvandret før indeværende år,Skanderborg,2009,13
Kvinder,Udvandret før indeværende år,Skanderborg,2010,8
Kvinder,Udvandret før indeværende år,Skanderborg,2011,8
Kvinder,Udvandret før indeværende år,Skanderborg,2012,14
Kvinder,Udvandret før indeværende år,Skanderborg,2013,11
Kvinder,Udvandret før indeværende år,Skanderborg,2014,15
Kvinder,Udvandret før indeværende år,Skanderborg,2015,12
Kvinder,Udvandret før indeværende år,Skanderborg,2016,9
Kvinder,Udvandret før indeværende år,Skanderborg,2017,20
Kvinder,Udvandret før indeværende år,Syddjurs,2006,0
Kvinder,Udvandret før indeværende år,Syddjurs,2007,11
Kvinder,Udvandret før indeværende år,Syddjurs,2008,17
Kvinder,Udvandret før indeværende år,Syddjurs,2009,15
Kvinder,Udvandret før indeværende år,Syddjurs,2010,10
Kvinder,Udvandret før indeværende år,Syddjurs,2011,7
Kvinder,Udvandret før indeværende år,Syddjurs,2012,6
Kvinder,Udvandret før indeværende år,Syddjurs,2013,15
Kvinder,Udvandret før indeværende år,Syddjurs,2014,23
Kvinder,Udvandret før indeværende år,Syddjurs,2015,9
Kvinder,Udvandret før indeværende år,Syddjurs,2016,7
Kvinder,Udvandret før indeværende år,Syddjurs,2017,10
Kvinder,Udvandret før indeværende år,Aarhus,2006,0
Kvinder,Udvandret før indeværende år,Aarhus,2007,36
Kvinder,Udvandret før indeværende år,Aarhus,2008,318
Kvinder,Udvandret før indeværende år,Aarhus,2009,655
Kvinder,Udvandret før indeværende år,Aarhus,2010,308
Kvinder,Udvandret før indeværende år,Aarhus,2011,339
Kvinder,Udvandret før indeværende år,Aarhus,2012,274
Kvinder,Udvandret før indeværende år,Aarhus,2013,499
Kvinder,Udvandret før indeværende år,Aarhus,2014,726
Kvinder,Udvandret før indeværende år,Aarhus,2015,430
Kvinder,Udvandret før indeværende år,Aarhus,2016,361
Kvinder,Udvandret før indeværende år,Aarhus,2017,368
Kvinder,Udvandret før indeværende år,Herning,2006,0
Kvinder,Udvandret før indeværende år,Herning,2007,11
Kvinder,Udvandret før indeværende år,Herning,2008,13
Kvinder,Udvandret før indeværende år,Herning,2009,37
Kvinder,Udvandret før indeværende år,Herning,2010,38
Kvinder,Udvandret før indeværende år,Herning,2011,48
Kvinder,Udvandret før indeværende år,Herning,2012,44
Kvinder,Udvandret før indeværende år,Herning,2013,62
Kvinder,Udvandret før indeværende år,Herning,2014,129
Kvinder,Udvandret før indeværende år,Herning,2015,38
Kvinder,Udvandret før indeværende år,Herning,2016,54
Kvinder,Udvandret før indeværende år,Herning,2017,51
Kvinder,Udvandret før indeværende år,Holstebro,2006,0
Kvinder,Udvandret før indeværende år,Holstebro,2007,6
Kvinder,Udvandret før indeværende år,Holstebro,2008,22
Kvinder,Udvandret før indeværende år,Holstebro,2009,21
Kvinder,Udvandret før indeværende år,Holstebro,2010,8
Kvinder,Udvandret før indeværende år,Holstebro,2011,16
Kvinder,Udvandret før indeværende år,Holstebro,2012,15
Kvinder,Udvandret før indeværende år,Holstebro,2013,22
Kvinder,Udvandret før indeværende år,Holstebro,2014,17
Kvinder,Udvandret før indeværende år,Holstebro,2015,19
Kvinder,Udvandret før indeværende år,Holstebro,2016,10
Kvinder,Udvandret før indeværende år,Holstebro,2017,25
Kvinder,Udvandret før indeværende år,Ikast-Brande,2006,0
Kvinder,Udvandret før indeværende år,Ikast-Brande,2007,4
Kvinder,Udvandret før indeværende år,Ikast-Brande,2008,9
Kvinder,Udvandret før indeværende år,Ikast-Brande,2009,16
Kvinder,Udvandret før indeværende år,Ikast-Brande,2010,3
Kvinder,Udvandret før indeværende år,Ikast-Brande,2011,15
Kvinder,Udvandret før indeværende år,Ikast-Brande,2012,14
Kvinder,Udvandret før indeværende år,Ikast-Brande,2013,9
Kvinder,Udvandret før indeværende år,Ikast-Brande,2014,9
Kvinder,Udvandret før indeværende år,Ikast-Brande,2015,25
Kvinder,Udvandret før indeværende år,Ikast-Brande,2016,17
Kvinder,Udvandret før indeværende år,Ikast-Brande,2017,14
Kvinder,Udvandret før indeværende år,Lemvig,2006,0
Kvinder,Udvandret før indeværende år,Lemvig,2007,2
Kvinder,Udvandret før indeværende år,Lemvig,2008,3
Kvinder,Udvandret før indeværende år,Lemvig,2009,6
Kvinder,Udvandret før indeværende år,Lemvig,2010,4
Kvinder,Udvandret før indeværende år,Lemvig,2011,2
Kvinder,Udvandret før indeværende år,Lemvig,2012,3
Kvinder,Udvandret før indeværende år,Lemvig,2013,5
Kvinder,Udvandret før indeværende år,Lemvig,2014,7
Kvinder,Udvandret før indeværende år,Lemvig,2015,3
Kvinder,Udvandret før indeværende år,Lemvig,2016,7
Kvinder,Udvandret før indeværende år,Lemvig,2017,5
Kvinder,Udvandret før indeværende år,Ringkøbing-Skjern,2006,0
Kvinder,Udvandret før indeværende år,Ringkøbing-Skjern,2007,5
Kvinder,Udvandret før indeværende år,Ringkøbing-Skjern,2008,14
Kvinder,Udvandret før indeværende år,Ringkøbing-Skjern,2009,15
Kvinder,Udvandret før indeværende år,Ringkøbing-Skjern,2010,24
Kvinder,Udvandret før indeværende år,Ringkøbing-Skjern,2011,19
Kvinder,Udvandret før indeværende år,Ringkøbing-Skjern,2012,16
Kvinder,Udvandret før indeværende år,Ringkøbing-Skjern,2013,35
Kvinder,Udvandret før indeværende år,Ringkøbing-Skjern,2014,15
Kvinder,Udvandret før indeværende år,Ringkøbing-Skjern,2015,10
Kvinder,Udvandret før indeværende år,Ringkøbing-Skjern,2016,27
Kvinder,Udvandret før indeværende år,Ringkøbing-Skjern,2017,19
Kvinder,Udvandret før indeværende år,Skive,2006,0
Kvinder,Udvandret før indeværende år,Skive,2007,1
Kvinder,Udvandret før indeværende år,Skive,2008,2
Kvinder,Udvandret før indeværende år,Skive,2009,17
Kvinder,Udvandret før indeværende år,Skive,2010,7
Kvinder,Udvandret før indeværende år,Skive,2011,12
